Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
BEL1,2016-08-28,Genk,Waregem,1.0,0.0,H
ITA1,2016-08-28,Sampdoria,Atalanta,2.0,1.0,H
PRT1,2016-08-28,Boavista,Chaves,2.0,2.0,D
ESP1,2016-08-28,Las Palmas,Granada,5.0,1.0,H
ESP1,2016-08-28,Ath Bilbao,Barcelona,0.0,1.0,A
ESP1,2016-08-28,Alaves,Sp Gijon,0.0,0.0,D
ITA2,2016-08-28,Novara,Trapani,2.0,2.0,D
ENG1,2016-08-28,West Brom,Middlesbrough,0.0,0.0,D
FRA1,2016-08-28,Monaco,Paris SG,3.0,1.0,H
ENG1,2016-08-28,Man City,West Ham,3.0,1.0,H
FRA1,2016-08-28,Bordeaux,Nantes,1.0,0.0,H
TUR1,2016-08-28,Bursaspor,Buyuksehyr,0.0,2.0,A
PRT1,2016-08-28,Moreirense,Maritimo,0.0,1.0,A
PRT1,2016-08-28,Rio Ave,Feirense,1.0,0.0,H
ESP1,2016-08-28,Villarreal,Sevilla,0.0,0.0,D
PRT1,2016-08-28,Sp Lisbon,Porto,2.0,1.0,H
PRT1,2016-08-28,Setubal,Arouca,2.0,0.0,H
TUR1,2016-08-28,Osmanlispor,Genclerbirligi,2.0,2.0,D
DEU2,2016-08-28,Dresden,St Pauli,1.0,0.0,H
NLD1,2016-08-28,PSV Eindhoven,Groningen,0.0,0.0,D
NLD1,2016-08-28,Go Ahead Eagles,Ajax,0.0,3.0,A
NLD1,2016-08-28,Den Haag,Heracles,1.0,1.0,D
NLD1,2016-08-28,AZ Alkmaar,Nijmegen,2.0,0.0,H
TUR1,2016-08-28,Fenerbahce,Kayserispor,3.0,3.0,D
FRA1,2016-08-28,St Etienne,Toulouse,0.0,0.0,D
ITA1,2016-08-28,Inter,Palermo,1.0,1.0,D
TUR1,2016-08-28,Karabukspor,Rizespor,3.0,0.0,H
ITA2,2016-08-29,Cesena,Perugia,1.0,1.0,D
DEU2,2016-08-29,Kaiserslautern,Fortuna Dusseldorf,0.0,0.0,D
FRA2,2016-08-29,Sochaux,Brest,2.0,2.0,D
ESP2,2016-09-02,Cordoba,Lugo,3.0,3.0,D
ESP2,2016-09-02,Sevilla B,UCAM Murcia,1.0,1.0,D
ITA2,2016-09-03,Perugia,Bari,0.0,1.0,A
ITA2,2016-09-03,Brescia,Frosinone,2.0,0.0,H
ESP2,2016-09-03,Elche,Tenerife,3.0,1.0,H
ESP2,2016-09-03,Valladolid,Girona,2.0,1.0,H
ESP2,2016-09-03,Mirandes,Cadiz,3.0,2.0,H
ESP2,2016-09-03,Getafe,Reus Deportiu,1.0,1.0,D
ESP2,2016-09-03,Almeria,Vallecano,3.0,0.0,H
PRT1,2016-09-04,Nacional,Chaves,0.0,1.0,A
ITA2,2016-09-04,Virtus Entella,Avellino,2.0,0.0,H
ESP2,2016-09-04,Numancia,Alcorcon,1.0,1.0,D
ITA2,2016-09-04,Salernitana,Verona,1.0,1.0,D
ITA2,2016-09-04,Pisa,Novara,1.0,0.0,H
ITA2,2016-09-04,Latina,Spezia,0.0,0.0,D
ITA2,2016-09-04,Cittadella,Ternana,2.0,0.0,H
ITA2,2016-09-04,Carpi,Benevento,1.0,1.0,D
ESP2,2016-09-04,Zaragoza,Huesca,1.0,0.0,H
ESP2,2016-09-04,Mallorca,Oviedo,0.0,0.0,D
ITA2,2016-09-04,Trapani,Pro Vercelli,1.0,1.0,D
ITA2,2016-09-04,Spal,Vicenza,3.0,0.0,H
ESP2,2016-09-04,Gimnastic,Levante,1.0,1.0,D
ITA2,2016-09-07,Ternana,Pisa,1.0,0.0,H
FRA2,2016-09-09,Reims,Ajaccio GFCO,2.0,0.0,H
FRA2,2016-09-09,Amiens,Tours,3.0,1.0,H
FRA1,2016-09-09,Paris SG,St Etienne,1.0,1.0,D
PRT1,2016-09-09,Arouca,Benfica,1.0,2.0,A
FRA2,2016-09-09,Niort,Nimes,1.0,3.0,A
BEL1,2016-09-09,Waasland-Beveren,Club Brugge,1.0,0.0,H
ITA2,2016-09-09,Cesena,Carpi,1.0,0.0,H
DEU1,2016-09-09,Schalke 04,Bayern Munich,0.0,2.0,A
FRA2,2016-09-09,Auxerre,Sochaux,0.0,0.0,D
FRA2,2016-09-09,Lens,Bourg Peronnas,1.0,1.0,D
DEU2,2016-09-09,Wurzburger Kickers,Bochum,2.0,0.0,H
DEU2,2016-09-09,Stuttgart,Heidenheim,1.0,2.0,A
DEU2,2016-09-09,Erzgebirge Aue,Braunschweig,0.0,2.0,A
FRA2,2016-09-09,Ajaccio,Red Star,1.0,2.0,A
FRA2,2016-09-09,Laval,Orleans,3.0,1.0,H
FRA2,2016-09-09,Brest,Clermont,0.0,2.0,A
ENG2,2016-09-09,Reading,Ipswich,2.0,1.0,H
ESP1,2016-09-09,Sociedad,Espanol,1.0,1.0,D
ENG1,2016-09-10,Bournemouth,West Brom,1.0,0.0,H
PRT1,2016-09-10,Porto,Guimaraes,3.0,0.0,H
DEU1,2016-09-10,Freiburg,M'gladbach,3.0,1.0,H
DEU1,2016-09-10,Darmstadt,Ein Frankfurt,1.0,0.0,H
PRT1,2016-09-10,Belenenses,Nacional,2.0,1.0,H
PRT1,2016-09-10,Sp Lisbon,Moreirense,3.0,0.0,H
FRA1,2016-09-10,Bastia,Toulouse,2.0,1.0,H
DEU1,2016-09-10,Wolfsburg,FC Koln,0.0,0.0,D
ENG1,2016-09-10,Arsenal,Southampton,2.0,1.0,H
ESP1,2016-09-10,Sevilla,Las Palmas,2.0,1.0,H
ESP1,2016-09-10,Real Madrid,Osasuna,5.0,2.0,H
ESP1,2016-09-10,Malaga,Villarreal,0.0,2.0,A
ESP1,2016-09-10,Celta,Ath Madrid,0.0,4.0,A
ESP1,2016-09-10,Barcelona,Alaves,1.0,2.0,A
TUR1,2016-09-10,Adanaspor,Gaziantepspor,0.0,0.0,D
TUR1,2016-09-10,Besiktas,Karabukspor,3.0,1.0,H
TUR1,2016-09-10,Buyuksehyr,Kasimpasa,3.0,1.0,H
TUR1,2016-09-10,Kayserispor,Galatasaray,1.0,1.0,D
FRA1,2016-09-10,Angers,Dijon,3.0,1.0,H
DEU1,2016-09-10,Leverkusen,Hamburg,3.0,1.0,H
DEU1,2016-09-10,Ingolstadt,Hertha,0.0,2.0,A
DEU1,2016-09-10,RB Leipzig,Dortmund,1.0,0.0,H
FRA1,2016-09-10,Lille,Monaco,1.0,4.0,A
GRC1,2016-09-10,Kerkyra,Platanias,0.0,1.0,A
BEL1,2016-09-10,Mechelen,St Truiden,2.0,0.0,H
BEL1,2016-09-10,Mouscron,Waregem,1.0,5.0,A
SCO2,2016-09-10,St Mirren,Queen of Sth,1.0,3.0,A
SCO1,2016-09-10,Aberdeen,Inverness C,1.0,1.0,D
DEU2,2016-09-10,Union Berlin,Karlsruhe,4.0,0.0,H
DEU2,2016-09-10,St Pauli,Bielefeld,2.0,1.0,H
SCO1,2016-09-10,Celtic,Rangers,5.0,1.0,H
SCO1,2016-09-10,Dundee,Kilmarnock,1.0,1.0,D
SCO1,2016-09-10,Hearts,Hamilton,3.0,1.0,H
SCO2,2016-09-10,Raith Rvs,Falkirk,0.0,2.0,A
SCO2,2016-09-10,Dunfermline,Dundee United,1.0,3.0,A
SCO2,2016-09-10,Dumbarton,Hibernian,0.0,1.0,A
FRA1,2016-09-10,Lyon,Bordeaux,1.0,3.0,A
GRC1,2016-09-10,Panionios,Asteras Tripolis,3.0,0.0,H
GRC1,2016-09-10,Levadeiakos,Panathinaikos,0.0,3.0,A
BEL1,2016-09-10,Kortrijk,Westerlo,4.0,1.0,H
BEL1,2016-09-10,Eupen,Oostende,2.0,1.0,H
SCO2,2016-09-10,Ayr,Morton,2.0,1.0,H
FRA1,2016-09-10,Guingamp,Montpellier,1.0,1.0,D
FRA1,2016-09-10,Lorient,Nancy,0.0,2.0,A
TUR1,2016-09-10,Genclerbirligi,Alanyaspor,0.0,0.0,D
SCO1,2016-09-10,Ross County,Motherwell,1.0,1.0,D
ITA2,2016-09-10,Avellino,Trapani,0.0,0.0,D
ITA2,2016-09-10,Ascoli,Spal,1.0,1.0,D
ITA1,2016-09-10,Juventus,Sassuolo,3.0,1.0,H
ENG2,2016-09-10,Fulham,Birmingham,0.0,1.0,A
ESP2,2016-09-10,Tenerife,Valladolid,1.0,0.0,H
ESP2,2016-09-10,Reus Deportiu,Numancia,1.0,1.0,D
ESP2,2016-09-10,Lugo,Sevilla B,1.0,0.0,H
ESP2,2016-09-10,Levante,Zaragoza,4.0,2.0,H
ITA2,2016-09-10,Novara,Salernitana,1.0,0.0,H
ITA2,2016-09-10,Pro Vercelli,Cittadella,1.0,5.0,A
ITA2,2016-09-10,Benevento,Verona,2.0,0.0,H
ITA2,2016-09-10,Vicenza,Bari,0.0,0.0,D
ENG2,2016-09-10,Wolves,Burton,1.0,1.0,D
FRA2,2016-09-10,Le Havre,Valenciennes,2.0,2.0,D
ENG2,2016-09-10,Sheffield Weds,Wigan,2.0,1.0,H
ENG2,2016-09-10,Brighton,Brentford,0.0,2.0,A
ENG2,2016-09-10,Rotherham,Bristol City,2.0,2.0,D
ENG2,2016-09-10,QPR,Blackburn,1.0,1.0,D
ENG2,2016-09-10,Preston,Barnsley,1.0,2.0,A
NLD1,2016-09-10,AZ Alkmaar,Willem II,2.0,0.0,H
ENG2,2016-09-10,Norwich,Cardiff,3.0,2.0,H
ENG2,2016-09-10,Derby,Newcastle,0.0,2.0,A
SCO1,2016-09-10,Partick,St Johnstone,0.0,2.0,A
ENG1,2016-09-10,West Ham,Watford,2.0,4.0,A
ITA1,2016-09-10,Palermo,Napoli,0.0,3.0,A
NLD1,2016-09-10,Excelsior,Heracles,3.0,1.0,H
NLD1,2016-09-10,Heerenveen,Twente,3.0,1.0,H
NLD1,2016-09-10,Nijmegen,PSV Eindhoven,0.0,4.0,A
NLD1,2016-09-10,Zwolle,Utrecht,1.0,1.0,D
ITA2,2016-09-10,Frosinone,Latina,2.0,1.0,H
ENG1,2016-09-10,Stoke,Tottenham,0.0,4.0,A
ITA2,2016-09-10,Brescia,Perugia,1.0,1.0,D
ENG2,2016-09-10,Leeds,Huddersfield,0.0,1.0,A
ENG1,2016-09-10,Middlesbrough,Crystal Palace,1.0,2.0,A
ENG1,2016-09-10,Man United,Man City,1.0,2.0,A
ENG1,2016-09-10,Liverpool,Leicester,4.0,1.0,H
ENG1,2016-09-10,Burnley,Hull,1.0,1.0,D
ITA1,2016-09-11,Milan,Udinese,0.0,1.0,A
FRA1,2016-09-11,Nice,Marseille,3.0,2.0,H
GRC1,2016-09-11,Giannina,Atromitos,3.0,0.0,H
FRA1,2016-09-11,Nantes,Metz,0.0,3.0,A
GRC1,2016-09-11,AEK,Xanthi,4.0,1.0,H
BEL1,2016-09-11,Anderlecht,Charleroi,3.0,2.0,H
ITA1,2016-09-11,Atalanta,Torino,2.0,1.0,H
BEL1,2016-09-11,Standard,Genk,2.0,0.0,H
BEL1,2016-09-11,Gent,Lokeren,3.0,0.0,H
ITA1,2016-09-11,Bologna,Cagliari,2.0,1.0,H
ITA1,2016-09-11,Chievo,Lazio,1.0,1.0,D
ENG2,2016-09-11,Aston Villa,Nott'm Forest,2.0,2.0,D
ITA2,2016-09-11,Ternana,Spezia,1.0,1.0,D
DEU2,2016-09-11,Sandhausen,Kaiserslautern,2.0,0.0,H
DEU2,2016-09-11,Fortuna Dusseldorf,Greuther Furth,1.0,1.0,D
ITA1,2016-09-11,Roma,Sampdoria,3.0,2.0,H
ITA1,2016-09-11,Pescara,Inter,1.0,2.0,A
DEU2,2016-09-11,Hannover,Dresden,0.0,2.0,A
FRA1,2016-09-11,Rennes,Caen,2.0,0.0,H
ESP1,2016-09-11,Valencia,Betis,2.0,3.0,A
ESP2,2016-09-11,Cadiz,Getafe,3.0,0.0,H
ESP2,2016-09-11,Vallecano,Mallorca,1.0,0.0,H
ESP2,2016-09-11,UCAM Murcia,Elche,1.0,1.0,D
ENG1,2016-09-11,Swansea,Chelsea,2.0,2.0,D
ESP2,2016-09-11,Oviedo,Mirandes,0.0,0.0,D
ESP2,2016-09-11,Huesca,Cordoba,3.0,0.0,H
ESP2,2016-09-11,Girona,Almeria,3.0,3.0,D
TUR1,2016-09-11,Trabzonspor,Osmanlispor,0.0,2.0,A
GRC1,2016-09-11,Olympiakos,Veria,6.0,1.0,H
ESP2,2016-09-11,Alcorcon,Gimnastic,1.0,0.0,H
NLD1,2016-09-11,Ajax,Vitesse,1.0,0.0,H
NLD1,2016-09-11,Feyenoord,Den Haag,3.0,1.0,H
PRT1,2016-09-11,Chaves,Setubal,0.0,0.0,D
PRT1,2016-09-11,Maritimo,Rio Ave,0.0,1.0,A
NLD1,2016-09-11,Go Ahead Eagles,Roda,2.0,0.0,H
DEU1,2016-09-11,Mainz,Hoffenheim,4.0,4.0,D
DEU1,2016-09-11,Werder Bremen,Augsburg,1.0,2.0,A
PRT1,2016-09-11,Pacos Ferreira,Estoril,0.0,0.0,D
ESP1,2016-09-11,Sp Gijon,Leganes,2.0,1.0,H
ESP1,2016-09-11,La Coruna,Ath Bilbao,0.0,1.0,A
ESP1,2016-09-11,Granada,Eibar,1.0,2.0,A
PRT1,2016-09-11,Sp Braga,Boavista,3.0,0.0,H
TUR1,2016-09-11,Rizespor,Akhisar Belediyespor,1.0,0.0,H
NLD1,2016-09-11,Groningen,Sparta Rotterdam,1.0,1.0,D
GRC1,2016-09-11,PAOK,Panetolikos,2.0,1.0,H
TUR1,2016-09-11,Antalyaspor,Konyaspor,1.0,3.0,A
TUR1,2016-09-11,Fenerbahce,Bursaspor,0.0,1.0,A
ITA1,2016-09-12,Empoli,Crotone,2.0,1.0,H
PRT1,2016-09-12,Feirense,Tondela,2.0,1.0,H
FRA2,2016-09-12,Strasbourg,Troyes,2.0,0.0,H
DEU2,2016-09-12,Nurnberg,Munich 1860,1.0,2.0,A
ENG1,2016-09-12,Sunderland,Everton,0.0,3.0,A
GRC1,2016-09-12,Larisa,Iraklis,2.0,2.0,D
ITA2,2016-09-12,Virtus Entella,Pisa,0.0,0.0,D
ENG2,2016-09-13,Sheffield Weds,Bristol City,3.0,2.0,H
ENG2,2016-09-13,Reading,Birmingham,0.0,0.0,D
ENG2,2016-09-13,QPR,Newcastle,0.0,6.0,A
ENG2,2016-09-13,Preston,Cardiff,3.0,0.0,H
ENG2,2016-09-13,Norwich,Wigan,2.0,1.0,H
ENG2,2016-09-13,Leeds,Blackburn,2.0,1.0,H
ENG2,2016-09-13,Fulham,Burton,1.0,1.0,D
ENG2,2016-09-13,Derby,Ipswich,0.0,1.0,A
ENG2,2016-09-13,Brighton,Huddersfield,1.0,0.0,H
ENG2,2016-09-13,Wolves,Barnsley,0.0,4.0,A
ENG2,2016-09-14,Aston Villa,Brentford,1.0,1.0,D
ENG2,2016-09-14,Rotherham,Nott'm Forest,2.0,2.0,D
FRA2,2016-09-16,Sochaux,Reims,1.0,1.0,D
ITA2,2016-09-16,Bari,Cesena,2.0,1.0,H
ITA2,2016-09-16,Carpi,Frosinone,0.0,0.0,D
ITA2,2016-09-16,Salernitana,Vicenza,2.0,3.0,A
ENG1,2016-09-16,Chelsea,Liverpool,1.0,2.0,A
FRA2,2016-09-16,Valenciennes,Ajaccio,1.0,1.0,D
FRA2,2016-09-16,Troyes,Niort,1.0,1.0,D
FRA2,2016-09-16,Tours,Nimes,1.0,3.0,A
FRA2,2016-09-16,Red Star,Laval,1.0,0.0,H
FRA2,2016-09-16,Orleans,Strasbourg,3.0,1.0,H
FRA2,2016-09-16,Clermont,Lens,1.0,1.0,D
BEL1,2016-09-16,Charleroi,Mechelen,0.0,0.0,D
FRA2,2016-09-16,Bourg Peronnas,Le Havre,2.0,1.0,H
NLD1,2016-09-16,Utrecht,Groningen,1.0,5.0,A
ITA1,2016-09-16,Sampdoria,Milan,0.0,1.0,A
ESP1,2016-09-16,Betis,Granada,2.0,2.0,D
TUR1,2016-09-16,Bursaspor,Kayserispor,3.0,1.0,H
TUR1,2016-09-16,Karabukspor,Antalyaspor,3.0,2.0,H
DEU1,2016-09-16,FC Koln,Freiburg,3.0,0.0,H
PRT1,2016-09-16,Nacional,Maritimo,2.0,0.0,H
FRA1,2016-09-16,Caen,Paris SG,0.0,6.0,A
DEU2,2016-09-16,Bochum,Nurnberg,5.0,4.0,H
DEU2,2016-09-16,Greuther Furth,Wurzburger Kickers,0.0,3.0,A
DEU2,2016-09-16,Munich 1860,Union Berlin,1.0,2.0,A
ENG2,2016-09-17,Newcastle,Wolves,0.0,2.0,A
ENG2,2016-09-17,Ipswich,Aston Villa,0.0,0.0,D
ENG2,2016-09-17,Huddersfield,QPR,2.0,1.0,H
ENG2,2016-09-17,Cardiff,Leeds,0.0,2.0,A
ENG2,2016-09-17,Burton,Brighton,0.0,1.0,A
ENG2,2016-09-17,Bristol City,Derby,1.0,1.0,D
ENG2,2016-09-17,Birmingham,Sheffield Weds,2.0,1.0,H
ENG2,2016-09-17,Blackburn,Rotherham,4.0,2.0,H
FRA1,2016-09-17,Dijon,Metz,0.0,0.0,D
ENG2,2016-09-17,Barnsley,Reading,1.0,2.0,A
PRT1,2016-09-17,Setubal,Pacos Ferreira,1.0,4.0,A
FRA2,2016-09-17,Brest,Auxerre,1.0,0.0,H
PRT1,2016-09-17,Guimaraes,Belenenses,1.0,1.0,D
PRT1,2016-09-17,Estoril,Moreirense,2.0,0.0,H
ENG2,2016-09-17,Nott'm Forest,Norwich,1.0,2.0,A
BEL1,2016-09-17,Westerlo,Mouscron,1.0,3.0,A
ENG2,2016-09-17,Brentford,Preston,5.0,0.0,H
SCO1,2016-09-17,Motherwell,Hamilton,4.0,2.0,H
ITA1,2016-09-17,Napoli,Bologna,3.0,1.0,H
ITA1,2016-09-17,Lazio,Pescara,3.0,0.0,H
SCO1,2016-09-17,St Johnstone,Hearts,1.0,0.0,H
SCO1,2016-09-17,Rangers,Ross County,0.0,0.0,D
BEL1,2016-09-17,Club Brugge,Eupen,3.0,2.0,H
BEL1,2016-09-17,St Truiden,Waasland-Beveren,4.0,1.0,H
BEL1,2016-09-17,Waregem,Kortrijk,2.0,1.0,H
SCO1,2016-09-17,Kilmarnock,Partick,2.0,2.0,D
ENG1,2016-09-17,West Brom,West Ham,4.0,2.0,H
ENG1,2016-09-17,Man City,Bournemouth,4.0,0.0,H
ENG1,2016-09-17,Leicester,Burnley,3.0,0.0,H
ENG1,2016-09-17,Hull,Arsenal,1.0,4.0,A
GRC1,2016-09-17,Xanthi,Panionios,0.0,2.0,A
GRC1,2016-09-17,Veria,AEK,0.0,2.0,A
ENG2,2016-09-17,Wigan,Fulham,0.0,0.0,D
GRC1,2016-09-17,Platanias,Levadeiakos,3.0,2.0,H
ENG1,2016-09-17,Everton,Middlesbrough,3.0,1.0,H
FRA1,2016-09-17,Lorient,Lille,1.0,0.0,H
FRA1,2016-09-17,Bordeaux,Angers,0.0,1.0,A
FRA1,2016-09-17,Nancy,Nantes,1.0,1.0,D
DEU1,2016-09-17,Bayern Munich,Ingolstadt,3.0,1.0,H
DEU2,2016-09-17,Braunschweig,Sandhausen,2.0,1.0,H
DEU2,2016-09-17,Heidenheim,Fortuna Dusseldorf,2.0,0.0,H
DEU1,2016-09-17,Dortmund,Darmstadt,6.0,0.0,H
DEU2,2016-09-17,Kaiserslautern,Stuttgart,0.0,1.0,A
DEU1,2016-09-17,Ein Frankfurt,Leverkusen,2.0,1.0,H
DEU1,2016-09-17,Hamburg,RB Leipzig,0.0,4.0,A
DEU1,2016-09-17,Hoffenheim,Wolfsburg,0.0,0.0,D
ESP2,2016-09-17,Reus Deportiu,Cadiz,1.0,0.0,H
ESP2,2016-09-17,Numancia,Gimnastic,1.0,0.0,H
ESP2,2016-09-17,Elche,Lugo,0.0,3.0,A
ESP2,2016-09-17,Cordoba,Levante,1.0,0.0,H
SCO2,2016-09-17,Dumbarton,St Mirren,1.0,1.0,D
FRA1,2016-09-17,Monaco,Rennes,3.0,0.0,H
NLD1,2016-09-17,Willem II,Excelsior,1.0,1.0,D
NLD1,2016-09-17,Vitesse,Go Ahead Eagles,2.0,0.0,H
NLD1,2016-09-17,Twente,Den Haag,4.0,1.0,H
NLD1,2016-09-17,Roda,Heerenveen,0.0,3.0,A
ESP1,2016-09-17,Leganes,Barcelona,1.0,5.0,A
ESP1,2016-09-17,Las Palmas,Malaga,1.0,0.0,H
ESP1,2016-09-17,Eibar,Sevilla,1.0,1.0,D
ESP1,2016-09-17,Ath Madrid,Sp Gijon,5.0,0.0,H
TUR1,2016-09-17,Alanyaspor,Trabzonspor,3.0,0.0,H
TUR1,2016-09-17,Galatasaray,Rizespor,2.0,0.0,H
SCO2,2016-09-17,Falkirk,Dundee United,3.0,1.0,H
SCO2,2016-09-17,Hibernian,Ayr,1.0,2.0,A
SCO2,2016-09-17,Morton,Dunfermline,2.0,1.0,H
SCO2,2016-09-17,Queen of Sth,Raith Rvs,3.0,1.0,H
ESP2,2016-09-17,Zaragoza,Alcorcon,2.0,0.0,H
DEU1,2016-09-17,M'gladbach,Werder Bremen,4.0,1.0,H
ESP2,2016-09-17,Valladolid,UCAM Murcia,0.0,1.0,A
ITA2,2016-09-17,Spal,Virtus Entella,2.0,2.0,D
FRA1,2016-09-17,Toulouse,Guingamp,2.0,1.0,H
ITA2,2016-09-17,Cittadella,Novara,3.0,1.0,H
ITA2,2016-09-17,Latina,Benevento,1.0,1.0,D
ITA2,2016-09-17,Perugia,Ternana,1.0,1.0,D
ITA2,2016-09-17,Pisa,Brescia,1.0,0.0,H
ITA2,2016-09-17,Spezia,Pro Vercelli,2.0,1.0,H
ITA2,2016-09-17,Trapani,Ascoli,1.0,1.0,D
ITA2,2016-09-17,Verona,Avellino,3.0,1.0,H
GRC1,2016-09-18,Atromitos,Panetolikos,0.0,2.0,A
GRC1,2016-09-18,Iraklis,Olympiakos,1.0,2.0,A
ESP2,2016-09-18,Sevilla B,Huesca,2.0,0.0,H
GRC1,2016-09-18,Kerkyra,Larisa,2.0,0.0,H
GRC1,2016-09-18,Panathinaikos,Giannina,4.0,0.0,H
DEU1,2016-09-18,Augsburg,Mainz,1.0,3.0,A
ITA1,2016-09-18,Cagliari,Atalanta,3.0,0.0,H
TUR1,2016-09-18,Konyaspor,Genclerbirligi,1.0,1.0,D
TUR1,2016-09-18,Gaziantepspor,Buyuksehyr,0.0,1.0,A
PRT1,2016-09-18,Tondela,Porto,0.0,0.0,D
ESP1,2016-09-18,Ath Bilbao,Valencia,2.0,1.0,H
TUR1,2016-09-18,Osmanlispor,Adanaspor,1.0,0.0,H
ITA1,2016-09-18,Crotone,Palermo,1.0,1.0,D
ITA1,2016-09-18,Inter,Juventus,2.0,1.0,H
BEL1,2016-09-18,Lokeren,Standard,0.0,1.0,A
BEL1,2016-09-18,Genk,Anderlecht,0.0,2.0,A
ITA1,2016-09-18,Fiorentina,Roma,1.0,0.0,H
ESP1,2016-09-18,Espanol,Real Madrid,0.0,2.0,A
ITA1,2016-09-18,Sassuolo,Genoa,2.0,0.0,H
ITA1,2016-09-18,Torino,Empoli,0.0,0.0,D
ITA1,2016-09-18,Udinese,Chievo,1.0,2.0,A
DEU1,2016-09-18,Hertha,Schalke 04,2.0,0.0,H
PRT1,2016-09-18,Arouca,Chaves,0.0,1.0,A
PRT1,2016-09-18,Boavista,Feirense,1.0,2.0,A
PRT1,2016-09-18,Rio Ave,Sp Lisbon,3.0,1.0,H
BEL1,2016-09-18,Oostende,Gent,1.0,0.0,H
ESP1,2016-09-18,Osasuna,Celta,0.0,0.0,D
TUR1,2016-09-18,Akhisar Belediyespor,Besiktas,0.0,2.0,A
ENG1,2016-09-18,Watford,Man United,3.0,1.0,H
SCO1,2016-09-18,Dundee,Aberdeen,1.0,3.0,A
ENG1,2016-09-18,Tottenham,Sunderland,1.0,0.0,H
ENG1,2016-09-18,Southampton,Swansea,1.0,0.0,H
ENG1,2016-09-18,Crystal Palace,Stoke,4.0,1.0,H
FRA1,2016-09-18,St Etienne,Bastia,1.0,0.0,H
FRA1,2016-09-18,Montpellier,Nice,1.0,1.0,D
FRA1,2016-09-18,Marseille,Lyon,0.0,0.0,D
NLD1,2016-09-18,Zwolle,AZ Alkmaar,0.0,2.0,A
SCO1,2016-09-18,Inverness C,Celtic,2.0,2.0,D
NLD1,2016-09-18,Sparta Rotterdam,Nijmegen,2.0,0.0,H
NLD1,2016-09-18,Heracles,Ajax,0.0,2.0,A
ESP2,2016-09-18,Mirandes,Vallecano,2.0,1.0,H
ESP2,2016-09-18,Mallorca,Girona,1.0,0.0,H
ESP2,2016-09-18,Getafe,Oviedo,2.0,1.0,H
DEU2,2016-09-18,Karlsruhe,St Pauli,1.0,1.0,D
DEU2,2016-09-18,Dresden,Erzgebirge Aue,0.0,3.0,A
ESP2,2016-09-18,Almeria,Tenerife,0.0,1.0,A
DEU2,2016-09-18,Bielefeld,Hannover,3.0,3.0,D
NLD1,2016-09-18,PSV Eindhoven,Feyenoord,0.0,1.0,A
ESP1,2016-09-18,Villarreal,Sociedad,2.0,1.0,H
ITA2,2016-09-19,Cesena,Salernitana,0.0,0.0,D
ESP1,2016-09-19,Alaves,La Coruna,0.0,0.0,D
PRT1,2016-09-19,Benfica,Sp Braga,3.0,1.0,H
GRC1,2016-09-19,Asteras Tripolis,PAOK,1.0,2.0,A
TUR1,2016-09-19,Kasimpasa,Fenerbahce,1.0,5.0,A
FRA2,2016-09-19,Strasbourg,Red Star,0.0,0.0,D
ESP1,2016-09-20,Malaga,Eibar,2.0,1.0,H
ESP1,2016-09-20,Sevilla,Betis,1.0,0.0,H
DEU1,2016-09-20,Darmstadt,Hoffenheim,1.0,1.0,D
DEU1,2016-09-20,Ingolstadt,Ein Frankfurt,0.0,2.0,A
DEU1,2016-09-20,Wolfsburg,Dortmund,1.0,5.0,A
ITA1,2016-09-20,Milan,Lazio,2.0,0.0,H
FRA2,2016-09-20,Lens,Orleans,4.0,2.0,H
FRA2,2016-09-20,Ajaccio,Auxerre,2.0,0.0,H
FRA2,2016-09-20,Amiens,Valenciennes,0.0,0.0,D
FRA2,2016-09-20,Reims,Clermont,2.0,1.0,H
FRA2,2016-09-20,Niort,Ajaccio GFCO,0.0,0.0,D
FRA2,2016-09-20,Laval,Sochaux,1.0,1.0,D
FRA2,2016-09-20,Le Havre,Brest,1.0,1.0,D
FRA2,2016-09-20,Nimes,Troyes,2.0,2.0,D
FRA2,2016-09-20,Tours,Bourg Peronnas,0.0,2.0,A
DEU1,2016-09-20,Freiburg,Hamburg,1.0,0.0,H
ITA2,2016-09-20,Novara,Latina,2.0,2.0,D
ESP2,2016-09-20,Lugo,Valladolid,1.0,0.0,H
DEU2,2016-09-20,Sandhausen,Heidenheim,0.0,0.0,D
ESP2,2016-09-20,Cadiz,Numancia,1.0,0.0,H
ESP2,2016-09-20,Alcorcon,Cordoba,0.0,1.0,A
ITA2,2016-09-20,Ascoli,Vicenza,2.0,0.0,H
ITA2,2016-09-20,Avellino,Cittadella,0.0,1.0,A
ITA2,2016-09-20,Benevento,Pro Vercelli,1.0,1.0,D
ITA2,2016-09-20,Brescia,Carpi,2.0,2.0,D
ITA2,2016-09-20,Frosinone,Pisa,0.0,0.0,D
ITA2,2016-09-20,Spal,Verona,1.0,3.0,A
ITA2,2016-09-20,Ternana,Bari,0.0,0.0,D
ITA2,2016-09-20,Trapani,Spezia,0.0,0.0,D
ITA2,2016-09-20,Virtus Entella,Perugia,2.0,1.0,H
DEU2,2016-09-20,Fortuna Dusseldorf,Bochum,3.0,0.0,H
DEU2,2016-09-20,Nurnberg,Greuther Furth,1.0,2.0,A
FRA1,2016-09-20,Paris SG,Dijon,3.0,0.0,H
